tMillis,ax_raw,ay_raw,az_raw,gx_raw,gy_raw,gz_raw,ax_cal,ay_cal,az_cal,gx_cal,gy_cal,gz_cal,acc_mag,gyro_mag,acc_mag_mean,acc_mag_std,gyro_mag_mean,gyro_mag_std,acc_grav_error,is_still_method1,is_still_method2,is_still_combined,roll_simple,pitch_simple,az_vertical,az_vertical_corrected,vel_integrated,vel_integrated_reset,vel_integrated_corrected,is_rolling,pull_start_acc_0.5,pull_start_acc_1.0,pull_start_acc_1.5,pull_start_acc_2.0
674537.0,0.0020751953125,0.2659912109375,0.5189208984375,-19.53125,-4.2724609375,-1.0986328125,-0.122241796875,-4.691699560546875,-1.609501025390625,-0.35498871962290485,-0.0713301068707492,-0.024479776521545926,4.961600686680907,0.36291078058421833,3.9206945713088324,0.6264872394488684,0.3100806737672941,0.11166452586382843,0.49423030716810334,0,0,0,165.306699911709,2.3833201350425193,-1.609501025390625,-11.419501025390625,-124.53355020541964,-64.48790533242921,-577.9170367697058,0,0,0,0,0
674553.0,0.0018310546875,0.295166015625,0.553955078125,-21.240232467651367,-3.723144292831421,-1.220703125,-0.12463681640625,-4.4054947265625,-1.26581572265625,-0.38481609054227867,-0.06174272278527475,-0.026610305393609313,4.585434283194739,0.39064522998537127,3.8976592337556086,0.6528848897163344,0.3222666613501065,0.10215050364883022,0.5325755063002305,0,0,0,165.306699911709,2.3833201350425193,-1.26581572265625,-11.07581572265625,-124.55380325698215,-64.50815838399171,-578.0942498212682,0,0,0,0,0
674569.0,0.0020751953125,0.3116455078125,0.5767822265625,-21.972654342651367,-3.479003667831421,-1.220703125,-0.122241796875,-4.243830908203125,-1.041881396484375,-0.397599263774659,-0.05748166504114797,-0.026610305393609313,4.3715627272937105,0.40261324459485276,3.865201860375459,0.6869116341879908,0.33315711806655407,0.0919554703906851,0.5543768881453914,0,0,0,165.306699911709,2.3833201350425193,-1.041881396484375,-10.851881396484375,-124.5704733593259,-64.52482848633547,-578.267879923612,0,0,0,0,0
674605.0,0.0048828125,0.408203125,0.7288818359375,-24.475095748901367,-2.50244140625,-1.5258787870407104,-0.094699072265625,-3.2966006835937502,0.4502157714843751,-0.4412751056519585,-0.04043743822583005,-0.031936625493173186,3.328548966479541,0.4442733993008204,3.8261917228483475,0.7164713643297811,0.341636759672219,0.08243993514837104,0.6606983724281813,0,0,0,165.306699911709,2.3833201350425193,0.4502157714843751,-9.359784228515625,-124.55426559155246,-64.50862071856203,-578.6048321558385,0,0,0,0,0
674621.0,0.0115966796875,0.496337890625,0.8326416015625,-24.902341842651367,-2.197265625,-1.7089842557907104,-0.02883603515625,-2.4319986328125003,1.468099072265625,-0.44873195670418037,-0.03511111604567157,-0.03513241880126827,2.840908965967159,0.4514725310452041,3.778629111911214,0.7485496840565,0.3492005422874727,0.07230902536394092,0.7104068332347442,0,0,0,165.306699911709,2.3833201350425193,1.468099072265625,-8.341900927734375,-124.53077600639621,-64.48513113340577,-578.7383025706822,0,1,1,0,0
674637.0,0.0166015625,0.5496826171875,0.8980712890625,-24.719236373901367,-2.13623046875,-1.7089842557907104,0.020261865234375002,-1.9086868652343751,2.109964306640625,-0.4455361633960853,-0.034045851609639875,-0.03513241880126827,2.8452496319301153,0.44821410035423537,3.712413256519112,0.7739178892027667,0.35390328202413734,0.0654874361023578,0.7099643596401514,0,0,0,165.306699911709,2.3833201350425193,2.109964306640625,-7.700035693359375,-124.49701657748996,-64.45137170449952,-578.861503141776,0,0,0,1,1
674653.0,0.0252685546875,0.6544189453125,1.0191650390625,-23.498533248901367,-2.868652105331421,-1.220703125,0.10528505859375001,-0.8812234863281252,3.297893994140625,-0.4242308746754514,-0.046829020680831016,-0.026610305393609313,3.415222477820177,0.427636411638398,3.6361136735016664,0.7917340420889685,0.3552970498395402,0.06311353274084221,0.6518631521080349,0,0,0,165.306699911709,2.3833201350425193,3.297893994140625,-6.512106005859375,-124.4442502735837,-64.39860540059327,-578.9656968378697,0,0,0,0,0
674670.0,0.026611328125,0.682861328125,1.0556640625,-22.705076217651367,-3.479003667831421,-0.6713866591453552,0.118457666015625,-0.6022037109375001,3.6559494140625004,-0.4103824370070393,-0.05748166504114797,-0.017022924429026757,3.7071077198118623,0.4147380696003872,3.5400667367028773,0.8117091376637698,0.354322035240245,0.06496825474264,0.6221093048102078,0,0,0,165.306699911709,2.3833201350425193,3.6559494140625004,-6.1540505859375,-124.38209913354464,-64.3364542605542,-579.0703156978307,0,0,0,0,0
674691.0,0.0242919921875,0.6834716796875,1.064208984375,-20.812986373901367,-4.638671875,0.30517578125,0.09570498046875,-0.5962161621093751,3.73977509765625,-0.3773592394900568,-0.07772169348693937,2.1305507183067036e-05,3.7882121028655154,0.38527997316356377,3.4336646461654476,0.8207630144783737,0.3496867408214868,0.07349203577390766,0.6138417836018843,0,0,0,165.306699911709,2.3833201350425193,3.73977509765625,-6.0702249023437505,-124.30356385649387,-64.25791898350343,-579.1977904207799,0,0,0,0,0
674707.0,0.017333984375,0.62158203125,0.9991455078125,-19.287109375,-5.187987804412842,0.7324218153953552,0.027446923828125004,-1.2033536132812501,3.101502392578125,-0.350727661878778,-0.08730906508884623,0.007478155519107633,3.326879971293299,0.36150890509586453,3.309113424918862,0.8107011849563703,0.34267200236695805,0.08434941752899291,0.6608685044553212,0,0,0,165.306699911709,2.3833201350425193,3.101502392578125,-6.708497607421876,-124.25393981821261,-64.20829494522218,-579.3051263824987,0,0,0,0,0
674724.0,0.0111083984375,0.5625,0.9219970703125,-18.85986328125,-5.249022960662842,0.7934569716453552,-0.03362607421875,-1.7829483398437502,2.3446762207031253,-0.3432708108265562,-0.08837432952487792,0.008543419955139329,2.945766806003089,0.3545671469679938,3.1531390107581365,0.783811240827901,0.32954210193594774,0.10618963330610436,0.6997179606520807,0,0,0,165.306699911709,2.3833201350425193,2.3446762207031253,-7.465323779296876,-124.21408032246066,-64.16843544947022,-579.4320368867467,0,0,0,0,0
